timestamp,value
2024-06-15 00:00:00,1.5069
2024-06-15 00:00:01,1.4694
2024-06-15 00:00:02,1.5001
2024-06-15 00:00:03,1.4745
2024-06-15 00:00:04,1.4819
2024-06-15 00:00:05,1.5072
2024-06-15 00:00:06,1.4836
2024-06-15 00:00:07,1.4695
2024-06-15 00:00:08,1.5464
2024-06-15 00:00:09,1.4706
2024-06-15 00:00:10,1.4342
2024-06-15 00:00:11,1.5209
2024-06-15 00:00:12,1.4955
2024-06-15 00:00:13,1.5037
2024-06-15 00:00:14,1.5096
2024-06-15 00:00:15,1.5434
2024-06-15 00:00:16,1.5615
2024-06-15 00:00:17,1.5135
2024-06-15 00:00:18,1.471
2024-06-15 00:00:19,1.511
2024-06-15 00:00:20,1.5247
2024-06-15 00:00:21,1.5374
2024-06-15 00:00:22,1.5118
2024-06-15 00:00:23,1.4912
2024-06-15 00:00:24,1.4812
2024-06-15 00:00:25,1.5052
2024-06-15 00:00:26,1.464
2024-06-15 00:00:27,1.5213
2024-06-15 00:00:28,1.5151
2024-06-15 00:00:29,1.5153
2024-06-15 00:00:30,1.532
2024-06-15 00:00:31,1.5543
2024-06-15 00:00:32,1.5091
2024-06-15 00:00:33,1.5138
2024-06-15 00:00:34,1.5008
2024-06-15 00:00:35,1.5288
2024-06-15 00:00:36,1.5123
2024-06-15 00:00:37,1.5476
2024-06-15 00:00:38,1.5473
2024-06-15 00:00:39,1.5231
2024-06-15 00:00:40,1.5116
2024-06-15 00:00:41,1.5061
2024-06-15 00:00:42,1.5291
2024-06-15 00:00:43,1.5295
2024-06-15 00:00:44,1.5071
2024-06-15 00:00:45,1.5244
2024-06-15 00:00:46,1.4928
2024-06-15 00:00:47,1.5299
2024-06-15 00:00:48,1.496
2024-06-15 00:00:49,1.5403
2024-06-15 00:00:50,1.5079
2024-06-15 00:00:51,1.568
2024-06-15 00:00:52,1.5193
2024-06-15 00:00:53,1.5256
2024-06-15 00:00:54,1.4769
2024-06-15 00:00:55,1.5614
2024-06-15 00:00:56,1.5184
2024-06-15 00:00:57,1.5721
2024-06-15 00:00:58,1.5217
