timestamp,value
2024-06-15 00:00:00,45.7693
2024-06-15 00:00:01,44.5395
2024-06-15 00:00:02,45.0623
2024-06-15 00:00:03,44.4496
2024-06-15 00:00:04,44.6856
2024-06-15 00:00:05,44.802
2024-06-15 00:00:06,45.9889
2024-06-15 00:00:07,45.1844
2024-06-15 00:00:08,44.9389
2024-06-15 00:00:09,45.5426
2024-06-15 00:00:10,45.34
2024-06-15 00:00:11,44.9758
2024-06-15 00:00:12,45.3418
2024-06-15 00:00:13,44.8517
2024-06-15 00:00:14,46.4977
2024-06-15 00:00:15,45.6152
2024-06-15 00:00:16,44.8023
2024-06-15 00:00:17,45.3856
2024-06-15 00:00:18,45.2807
2024-06-15 00:00:19,45.1482
2024-06-15 00:00:20,45.2644
2024-06-15 00:00:21,44.6011
2024-06-15 00:00:22,44.7901
2024-06-15 00:00:23,45.8374
2024-06-15 00:00:24,45.1104
2024-06-15 00:00:25,44.6586
2024-06-15 00:00:26,44.939
2024-06-15 00:00:27,44.7423
2024-06-15 00:00:28,45.4586
2024-06-15 00:00:29,44.7297
2024-06-15 00:00:30,45.0325
2024-06-15 00:00:31,44.6796
2024-06-15 00:00:32,46.1151
2024-06-15 00:00:33,45.3261
2024-06-15 00:00:34,45.3067
2024-06-15 00:00:35,45.3611
2024-06-15 00:00:36,44.8153
2024-06-15 00:00:37,45.7735
2024-06-15 00:00:38,44.9794
2024-06-15 00:00:39,45.9
2024-06-15 00:00:40,44.8516
2024-06-15 00:00:41,45.372
2024-06-15 00:00:42,45.0981
2024-06-15 00:00:43,45.1488
2024-06-15 00:00:44,44.1803
2024-06-15 00:00:45,44.5241
2024-06-15 00:00:46,45.771
2024-06-15 00:00:47,44.372
2024-06-15 00:00:48,45.4628
2024-06-15 00:00:49,46.3171
2024-06-15 00:00:50,45.2939
2024-06-15 00:00:51,46.0812
2024-06-15 00:00:52,45.3642
2024-06-15 00:00:53,45.1499
2024-06-15 00:00:54,45.2062
2024-06-15 00:00:55,44.9305
2024-06-15 00:00:56,44.9155
2024-06-15 00:00:57,44.7573
2024-06-15 00:00:58,45.2318
2024-06-15 00:00:59,46.1208
2024-06-15 00:01:00,45.7332
2024-06-15 00:01:01,45.1237
2024-06-15 00:01:02,45.3287
2024-06-15 00:01:03,44.9793
2024-06-15 00:01:04,45.733
2024-06-15 00:01:05,44.2065
2024-06-15 00:01:06,45.9883
2024-06-15 00:01:07,44.7507
2024-06-15 00:01:08,44.8317
2024-06-15 00:01:09,44.4127
2024-06-15 00:01:10,45.1018
2024-06-15 00:01:11,44.6843
2024-06-15 00:01:12,45.6068
2024-06-15 00:01:13,45.363
2024-06-15 00:01:14,44.679
2024-06-15 00:01:15,44.5877
2024-06-15 00:01:16,44.7055
2024-06-15 00:01:17,44.554
2024-06-15 00:01:18,44.8874
2024-06-15 00:01:19,44.6072
2024-06-15 00:01:20,45.612
2024-06-15 00:01:21,44.7791
2024-06-15 00:01:22,45.3164
2024-06-15 00:01:23,45.3209
2024-06-15 00:01:24,44.1027
2024-06-15 00:01:25,45.3863
2024-06-15 00:01:26,44.1765
2024-06-15 00:01:27,44.6134
2024-06-15 00:01:28,45.3643
2024-06-15 00:01:29,45.0934
2024-06-15 00:01:30,44.8611
2024-06-15 00:01:31,44.1402
2024-06-15 00:01:32,45.5144
2024-06-15 00:01:33,45.2494
2024-06-15 00:01:34,44.6045
2024-06-15 00:01:35,44.5523
2024-06-15 00:01:36,45.5469
2024-06-15 00:01:37,45.184
2024-06-15 00:01:38,44.354
2024-06-15 00:01:39,44.6693
2024-06-15 00:01:40,46.0135
2024-06-15 00:01:41,45.5363
2024-06-15 00:01:42,45.0358
2024-06-15 00:01:43,45.0471
2024-06-15 00:01:44,43.9485
2024-06-15 00:01:45,45.6899
2024-06-15 00:01:46,44.8112
2024-06-15 00:01:47,44.6329
2024-06-15 00:01:48,45.4126
2024-06-15 00:01:49,44.723
2024-06-15 00:01:50,44.1268
2024-06-15 00:01:51,45.2435
2024-06-15 00:01:52,44.2813
2024-06-15 00:01:53,45.0099
2024-06-15 00:01:54,45.1985
2024-06-15 00:01:55,44.9011
2024-06-15 00:01:56,44.9037
2024-06-15 00:01:57,45.8162
2024-06-15 00:01:58,45.8237
2024-06-15 00:01:59,44.5826
2024-06-15 00:02:00,44.7444
2024-06-15 00:02:01,44.7722
2024-06-15 00:02:02,45.0267
2024-06-15 00:02:03,45.0018
2024-06-15 00:02:04,45.9017
2024-06-15 00:02:05,44.9507
2024-06-15 00:02:06,44.5287
2024-06-15 00:02:07,44.7502
2024-06-15 00:02:08,45.2312
2024-06-15 00:02:09,44.9163
2024-06-15 00:02:10,45.202
2024-06-15 00:02:11,44.9235
2024-06-15 00:02:12,45.4083
2024-06-15 00:02:13,45.0021
2024-06-15 00:02:14,44.4384
2024-06-15 00:02:15,44.8735
2024-06-15 00:02:16,46.153
